_id,description,enDescription,course_name,professor,courseObj.lectureLanguage,courseObj.typeOfCredit,label
630cf1bc40e337e60fce094c,很喜歡演講課，老師也很親切!但希望可以調整報告跟期中期末考的份量!整體的負荷量很重!,"I really like the speech class, and the teacher is very kind! But I hope that the weight of the report and the mid-term and final exam can be adjusted! The overall load is very heavy!",851,694,0,2,0.003574669361114502
630cf1bc40e337e60fce0948,教授辛苦了,Professor worked hard,9,198,0,1,0.997475802898407
630cf1bc40e337e60fce08f2,好無聊= =,so boring ==,231,172,3,1,0.00028330087661743164
630cf1bc40e337e60fce0955,老師上課的聽力內容對於日語程度普通的學生，一開始可能有點吃力，但會有大量的練習機會，能夠慢慢提升自己的聽力，考試部分也會清楚告知範圍，好好準備是足以負擔的內容。上課風格及作業不死板，且有系統性，是堂好課。,"The listening comprehension content taught by the teacher may be a bit difficult for students with an average Japanese level at first, but there will be a lot of practice opportunities to gradually improve their listening comprehension. The class style and homework are not rigid and systematic, which is a good class.",37,180,2,1,0.9990339279174805
630cf1bc40e337e60fce0923,受益良多，謝謝老師！,"Benefited a lot, thank you teacher!",212,178,0,2,0.9998692274093628
630cf1bc40e337e60fce092e,老師人很好!!!但wm5的講義跟老師上課的略有差異很困擾QAQ,"The teacher is very nice!!! But the handout of wm5 is slightly different from the teacher's class, which is very troublesome QAQ",212,178,0,2,0.049313247203826904
630cf1bc40e337e60fce09a2,老師真的教得很好，辛苦了！,"The teacher is really good at teaching, hard work!",844,177,0,1,0.9997311234474182
630cf1bc40e337e60fce099d,應在考試難度、方式上做調整。 遠距時應具備與學生溝通之管道。 遠距考試評分不明確。,Adjustments should be made in the difficulty and method of the exam. There should be a channel to communicate with students when they are far away. Distance exam scoring is unclear.,844,177,0,1,0.0007970929145812988
630cf1bc40e337e60fce07e4,不管實體或遠距，老師都教的超好！總是能把複雜的觀念講解的很清楚，而且將理論與實務結合，讓我們學會不同的賽局。謝謝老師 🙏,"Regardless of physical or remote, the teacher teaches super well! He can always explain complex concepts very clearly, and combine theory with practice, so that we can learn different games. Thank you teacher 🙏",838,155,0,3,0.9998424053192139
630cf1bc40e337e60fce07d1,賽局課，覺得考試題目比較難，可能平時沒在練習，遇到題目需要動動腦，想一想才會寫,"Game class, I think the test questions are more difficult, maybe I haven’t been practicing at ordinary times, and I need to use my brain when encountering a question, and I will write it after thinking about it",838,155,0,3,0.0014020800590515137
630cf1bc40e337e60fce0833,no,no,210,153,0,3,0.003554046154022217
630cf1bc40e337e60fce0810,非常推推小麥的課！講解清楚作業內容也很有趣！帶你認識阿兜比！,Very pushy wheat class! It's also fun to explain clearly what the homework is about! Let me introduce you to Adoubi!,210,153,0,3,0.9997021555900574
630cf1bc40e337e60fce082a,希望網頁程式可以多交一點,I hope the web program can pay a little more,210,153,0,3,0.0015233159065246582
630cf1bc40e337e60fce0829,很棒,great,210,153,0,3,0.9998630285263062
630cf1bc40e337e60fce0839,期末考跟期末報告要同時進行 壓力頗大 希望以後可以改成只以一個做為期末評分標準,"The final exam and the final report have to be carried out at the same time, and the pressure is quite high. I hope that in the future, only one can be used as the final grading standard.",764,174,3,1,0.0018652677536010742
630cf1bc40e337e60fce08ab,非常幸運可以修到老師的課，老師在課程內的教學內容和課堂外的建議和意見，都是我在大學裡面得到最珍貴的禮物，非常謝謝老師！希望以後還有機會再繼續修老師的其他課程！,I am very lucky to be able to take the teacher's class. The teacher's teaching content in the course and suggestions and opinions outside the classroom are the most precious gifts I got in college. Thank you very much teacher! I hope that I will have the opportunity to continue to take other courses of the teacher in the future!,839,170,0,3,0.9998443126678467
630cf1bc40e337e60fce085c,老師上課很認真，也很願意為同學解惑！,"The teacher is very serious in class, and he is willing to explain students' doubts!",843,191,0,3,0.999715268611908
630cf1bc40e337e60fce0814,小麥教了很多非常實用的東西，讓人收穫良多，講課方式也非常有趣，提升了學習意願。好課一生推!!!!!,"Wheat taught a lot of very practical things, which made people gain a lot. The way of teaching is also very interesting, which improves the willingness to learn. A good class will be pushed for a lifetime!!!!!",210,153,0,3,0.999414324760437
630cf1bc40e337e60fce08ba,很喜歡老師！課程也很有趣 謝謝徐老師及蔡博士！！,I like the teacher very much! The class is also very interesting. Thank you Teacher Xu and Dr. Cai! !,840,692,0,1,0.9998757839202881
630cf1bc40e337e60fce0878,老師人很好,The teacher is very nice,841,174,3,1,0.999834418296814
630cf1bc40e337e60fce0973,我覺得老師很守時，對事情很重視，很好! 而且老師教得揮空拍的動作真的讓我大開眼界，我以前都不知道這些動作做到位是這麼重要。之前有一次看到老師現場幫另外一位同學調動作，同學馬上從只能發到中線變成能發到底線，真的很厲害。,"I think the teacher is very punctual and attaches great importance to things, which is very good! And the movement of the teacher's swaying shot really opened my eyes. I didn't know that it was so important to do these movements properly. Once before, I saw the teacher help another student adjust the movements. The student immediately changed from being able to send to the middle line to being able to send to the bottom line. It is really amazing.",236,179,0,1,0.9998123049736023
630cf1bc40e337e60fce08ea,喜歡教授總讓我們在期末報告或是Journel選擇自己有興趣的主題。,I like that the professor always let us choose the topics we are interested in in the final report or Journal.,231,172,3,1,0.9990708827972412
630cf1bc40e337e60fce0925,老師上的非常好，把重要觀念都講得非常清楚，對於貨幣銀行及總體經濟都很有幫助的一堂課，而且老師很溫柔，也很願意給同學加分機會，考試也不會太困難，然後每周都會錄影可以幫助學習感謝老師，這學期辛苦老師了，也謝謝老師教導。但希望老師可以好好調整考試範圍，像本學期期中範圍有點太多了，然後也希望老師可以查看郵件，有些課業上的問題想問老師但都沒收到回覆，謝謝老師！,"The teacher was very good, he explained all the important concepts very clearly, and it was a class that was very helpful for money, banking and the overall economy. Moreover, the teacher was very gentle and willing to give students extra points. The exam was not too difficult. Then I will make videos every week to help learn and thank the teacher. I have worked hard this semester, and I also thank the teacher for teaching. But I hope the teacher can adjust the scope of the exam. For example, the scope of the mid-term of this semester is a bit too much, and I also hope that the teacher can check the email. I have some questions about the homework that I want to ask the teacher but I have not received a reply. Thank you teacher!",212,178,0,2,0.4763637185096741
630cf1bc40e337e60fce0954,老師花了很多心思幫助學生學習，會適時更新上課教材，也會根據學生的狀況調整教學方式。,"The teacher puts a lot of thought into helping the students learn, updates the teaching materials in a timely manner, and adjusts the teaching methods according to the students' conditions.",37,180,2,1,0.9994208812713623
630cf1bc40e337e60fce09a0,老師我真的很喜歡上你的課，因為可以感覺得出你上課的認真還有用心，只是真的很沒有方向，花了上學期跟下學期，我還是沒辦法抓到您要的東西是什麼，感覺整個學期都在摸索，但是結果就是還要再修一年...就我自己的問題就是我自己額外看了很多資料，但是到了考試就是會不知道怎麼正確運用他，所以腦子裡有時候會有很多東西，但是在考卷面前就不知道如何正確將這些東西呈現在您的面前了，我想知道寫法律申論，究竟是較為重視條理分明，完整寫出法條依據?還是老師更偏向自己想法的論述，就算有天馬行空不合理?,"Teacher, I really like your class, because I can feel that you are serious and hardworking in class, but I really have no direction. After spending the last semester and the next semester, I still can't get what you want. What, I feel like I have been groping for the whole semester, but the result is that I have to study for another year... My own problem is that I have read a lot of materials, but when it comes to the exam, I don’t know how to use it correctly, so I have Sometimes there will be a lot of things, but I don’t know how to correctly present these things in front of you in front of the exam papers. I want to know whether writing legal arguments pays more attention to clarity and complete writing of the legal basis? Or is the teacher more inclined? Discussion of one's own ideas, even if there is a powerful and unconstrained style, is it unreasonable?",844,177,0,1,0.0028963685035705566
630cf1bc40e337e60fce0988,謝謝老師辛苦了！,Thank you teacher for your hard work!,848,183,3,3,0.9998217225074768
630cf1bc40e337e60fce074f,老師教的非常好,The teacher taught very well,99,155,0,1,0.9997695088386536
630cf1bb40e337e60fce05ff,維吾爾語真的不常見，很高興有機會能夠學習到。起初一開始覺得真的很難，但慢慢地找到訣竅也漸漸地熟悉字母，雖然反應還是沒有辦法到很快。 我希望老師在說明的時候可以搭配中文的板書並放慢語速，不然有時候根本來不及反應老師在講什麼。在遠距時也有一些不方便的地方，雖然遠距可以更清楚地聽到老師的發音，但在字母書寫的部分就沒那麼方便。,"Uyghur is really uncommon and I am glad to have the opportunity to learn it. At first I found it really difficult, but I gradually found the trick and gradually became familiar with the letters, although the reaction was still not fast enough. I hope that the teacher can use Chinese blackboard writing and speak slowly when explaining, otherwise sometimes it is too late to respond to what the teacher is talking about. There are also some inconveniences at a distance. Although the teacher's pronunciation can be heard more clearly at a distance, it is not so convenient in the part of writing letters.",191,132,0,2,0.017415344715118408
630cf1bc40e337e60fce0780,老師教學認真清楚，而且對每組報告的回饋都很棒都有給予良好的建議,"The teacher taught carefully and clearly, and gave great feedback to each group of reports and gave good suggestions",837,154,0,2,0.9997683167457581
630cf1bc40e337e60fce0770,建議老師在給期末分數時，除了期末考分數外，還能把報告分數給同學，這樣同學比較知道自己的弱項，分數也較透明,"It is suggested that when giving the final grades, the teacher can report the grades to the students in addition to the grades of the final exam, so that the students can better understand their weaknesses and the grades will be more transparent",217,160,0,1,0.0009396672248840332
630cf1bc40e337e60fce077b,謝謝老師的教導！原本很害怕時間數列這堂課很難（的確很難），但老師教學很認真也很相當清楚，只要認真上課大致上就跟得上，且老師在上課時通常會一直重複重要的知識點，讓我們可以更加熟悉、記得，在期末報告也有機會將上課所學實作出來。,"Thank you teacher for teaching! At first, I was afraid that the class of time sequence would be difficult (it is indeed difficult), but the teacher is very serious and very clear in teaching. As long as you take the class seriously, you can generally follow it, and the teacher usually repeats important knowledge points during the class. Let us be more familiar with and remember, and have the opportunity to practice what we have learned in class in the final report.",837,154,0,2,0.999424934387207
630cf1bc40e337e60fce0805,可以直接告訴學生要背哪些東西,You can directly tell the students what to memorize,448,158,0,1,0.9973055124282837
630cf1bc40e337e60fce0858,這堂課能學到非常多計量經濟的知識，但是課程難度也提升了，需要花更多時間來複習。考試內容不會到很難，但是成績也是看個人造化。,"This class can learn a lot of econometric knowledge, but the difficulty of the course has also increased, and it takes more time to review. The content of the exam will not be too difficult, but the grades also depend on personal preference.",843,191,0,3,0.02000284194946289
630cf1bc40e337e60fce08c3,除了愚人節那天叫我們抄一堆東西不太懂外，很喜歡這門課!上課輕鬆，考試範圍難度合理適中，助教和老師也很為同學著想。,"Except that on April Fool's Day, we were asked to copy a bunch of things that we didn't understand, but I really liked this class! The class was easy, the exam range was reasonable and moderate, and the teaching assistants and teachers were very considerate of their students.",840,692,0,1,0.9960392713546753
630cf1bc40e337e60fce087f,永堅老師很盡心盡力!,Teacher Yongjian is very dedicated!,448,175,0,1,0.9998772144317627
630cf1bc40e337e60fce0813,小麥超級棒,Wheat Super Bar,210,153,0,3,0.08851933479309082
630cf1bc40e337e60fce0856,老師教的很好，也非常樂於解決學生的問題。,The teachers teach well and are very willing to solve students' problems.,843,191,0,3,0.9997588992118835
630cf1bc40e337e60fce0883,老師真的超可愛！！！人很好很願意給大家各方面的協助，雖然我有時候會聽不懂課程內容，但那應該是審計的問題QQ,"The teacher is really cute! ! ! The person is very nice and willing to give you all kinds of assistance, although sometimes I can't understand the content of the course, but that should be an audit problem QQ",448,175,0,1,0.9989676475524902
630cf1bc40e337e60fce08c0,老師上課的內容會結合自身經驗與書本中的內容，可以接收到老師想表達的東西，也逐漸可以理解為什麼老師要常常上街頭抗議，幫人民爭取權利。,"The content of the teacher's class will be combined with his own experience and the content in the book. He can receive what the teacher wants to express, and gradually understand why the teacher often goes to the streets to protest and help the people fight for their rights.",840,692,0,1,0.9973107576370239
630cf1bc40e337e60fce0903,老師上課很認真，謝謝老師！,"The teacher is very serious in class, thank you teacher!",764,176,0,1,0.9998536109924316
630cf1bc40e337e60fce08f0,希望老師的PPT可以標註課本頁數，每次都花很多時間找，重點還常常沒找到就換頁了....,"I hope that the teacher's PPT can mark the number of pages in the textbook. Every time I spend a lot of time looking for it, I often change the page if I don't find the key points....",231,172,3,1,0.0018509626388549805
630cf1bc40e337e60fce092a,老師上課很認真，謝謝老師這學期的教導,"The teacher is very serious in class, thank you for your teaching this semester",212,178,0,2,0.9998202919960022
630cf1bc40e337e60fce099e,說真的聽老師上課很過癮（但我的成績是另一回事）,Seriously listening to the teacher was fun (but my grades are another story),844,177,0,1,0.3718346357345581
630cf1bb40e337e60fce05ed,教學方式有趣，以新視野上體育課！,"Fun way to teach, take PE class with new horizons!",183,133,0,1,0.999824583530426
630cf1bb40e337e60fce061e,老師很認真，助教也很用心。,"The teacher is very serious, and the teaching assistant is also very attentive.",182,132,0,1,0.9995552897453308
630cf1bc40e337e60fce080a,遠距之後審計真的上好上滿><..好硬…,"After a long distance, the audit is really good and full > <.. so hard...",448,158,0,1,0.9601851105690002
630cf1bc40e337e60fce080b,老師課程內容編排的很好，可以引導學生一步一步地理解，同時上課口條清晰，且會和同學互動，幫助學生理解，謝謝老師,"The content of the teacher's course is very well arranged, which can guide students to understand step by step. At the same time, the lectures are clear and will interact with classmates to help students understand. Thank you teacher",448,158,0,1,0.9998593330383301
630cf1bc40e337e60fce0832,一堂很讚的課，跟很讚的老師，我非常想上到一學年，只有一學期太可惜了，還有很多想跟小麥學的,"A very good class, with a very good teacher, I really want to go to one school year, it's a pity that there is only one semester, there are still many things I want to learn from Mai Mai",210,153,0,3,0.9564697742462158
630cf1bc40e337e60fce08bf,很喜歡老師跟大家討論時事，將理論運用在生活中的感覺,I really like the feeling that the teacher discusses current affairs with everyone and applies the theory to life,840,692,0,1,0.9995352029800415
630cf1bc40e337e60fce0811,我認爲這堂課的安排非常好，只是如果課程内容少一點的話就會更好！因爲這算是一科技術相關的課程，需要大量的練習，所以少一點内容的話就可以有時間慢慢練習，不用擔心要趕進度而得過且過（學生本身）。此外在上課的時候也會腦袋緊綳，很怕自己會跟不上進度，所以稍稍有些壓力~但在課程中老師會播放好聽的歌曲，喜歡kpop或英文歌的歡迎來這堂課哈哈哈~但我很喜歡這堂課！老師幽默，氛圍輕鬆，内容也很有幫助，所以是很贊的一堂課！,"I thought the class was very well organized, it just would have been better if there was less content! Because this is a technology-related course that requires a lot of practice, so if there is less content, you can have time to practice slowly, and you don’t have to worry about catching up with the progress and muddling along (the students themselves). In addition, my head is tight during class, and I am afraid that I will not be able to keep up with the progress, so I am a little stressed~ But the teacher will play nice songs during the class, if you like kpop or English songs, welcome to this class hahaha~ But I love this class! The teacher is humorous, the atmosphere is relaxed, and the content is very helpful, so it was a great class!",210,153,0,3,0.9963651895523071
630cf1bc40e337e60fce089d,無，老師上課活潑,"No, the teacher is lively in class",2,174,3,1,0.9966351389884949
630cf1bc40e337e60fce08b5,很喜歡老師！,I like the teacher very much!,840,692,0,1,0.9998669624328613
630cf1bc40e337e60fce08b8,老師人很好，且真的充滿熱情，多年來持續努力，喜歡老師不是只在學院裡高談闊論，而是以實際行動去捍衛人權與土地，老師非常棒，請繼續加油，也是我們的典範。,"The teacher is very kind and full of enthusiasm. He has been working hard for many years. I like the teacher not just talking in the college, but defending human rights and land with practical actions. The teacher is very good, please continue to work hard, and he is also our role model.",840,692,0,1,0.9998321533203125
630cf1bc40e337e60fce0859,老師教的真的很好 不過希望上課可以有更多實例,"The teacher taught really well, but I hope there will be more examples in class",843,191,0,3,0.9939616322517395
630cf1bc40e337e60fce08a1,老師人很好，會鼓勵我們自己思考，課程中也會帶討論，但是上課有一點點快,"The teacher is very nice, he will encourage us to think for ourselves, and there will be discussions in the course, but the class is a little fast",2,174,3,1,0.9989012479782104
630cf1bc40e337e60fce082f,這堂課非常推薦，雖然作業量有點多但受惠良多。,"This class is highly recommended. Although the workload is a bit heavy, it has benefited a lot.",210,153,0,3,0.9996790885925293
630cf1bc40e337e60fce08a9,好喜歡上金龍的課！每週交的心得報告，我覺得更能幫助我們學習課堂上的知識，因為是我們主動去吸收資訊，而非被動的從課堂上接收,"I really like Jinlong's class! The weekly experience report, I think it can help us learn more about the knowledge in the classroom, because we actively absorb information instead of passively receiving it from the classroom",839,170,0,3,0.9988719820976257
630cf1bc40e337e60fce0974,希望可以精簡扼要的講解羽球動作要領之後就多增加練習揮空拍和自由練習的時間,"I hope that after explaining the essentials of badminton movements in a concise manner, I can increase the time for practicing swinging rackets and free practice",236,179,0,1,0.9031881093978882
630cf1bc40e337e60fce0924,老師人很好，但考試要背的東西很多，下學期名詞解釋因為是填空，看完有個印象就可以了。,"The teacher is very kind, but there are a lot of things to memorize in the exam. The explanation of terms in the next semester is to fill in the blanks, so it is enough to get an impression after reading it.",212,178,0,2,0.07643216848373413
630cf1bc40e337e60fce0945,報告有點多(一學期三個20分鐘),There are a lot of reports (three 20 minutes in one semester),9,198,0,1,0.0387113094329834
630cf1bc40e337e60fce0928,老師教學用心、親切和藹，很有耐心,"The teacher teaches attentively, kindly and patiently",212,178,0,2,0.9995287656784058
630cf1bc40e337e60fce0989,或許是因為班上有教育系同學，老師講課的時候有時會預設我們懂某些理論的背景或來源，但其實我們英文系學生蠻需要老師講解 此理論的內容、背景、應用、以及最重要的舉例，讓我們能有效且快速的吸收，不須再自己翻課本,"Perhaps it is because there are students from the Department of Education in the class. When the teacher lectures, he sometimes presupposes that we understand the background or source of certain theories, but in fact, we English students really need the teacher to explain the content, background, application, and the most Important examples, so that we can absorb effectively and quickly, without having to turn over the textbooks by ourselves",848,183,3,3,0.985831618309021
630cf1bc40e337e60fce0992,希望可以在每單元考完試後就將成績登錄讓學生知道！,"I hope that after each unit test, the results can be logged in to let students know!",779,695,0,1,0.10189151763916016
630cf1bc40e337e60fce098e,岳剛老師真的認真又用心,Teacher Yue Gang is really serious and caring,779,695,0,1,0.999679446220398
630cf1bd40e337e60fce09ac,謝謝老師這一年的教導，真的收穫良多，老師辛苦了！！,"Thank you teacher for teaching this year, I really gained a lot, teacher worked hard! !",21,197,0,1,0.9995881915092468
630cf1bd40e337e60fce09af,守正老師真的很棒，遠距後不能面對面看到本人非常可惜！真的很喜歡守正老師，但早八踢ㄟ課起床好痛苦。,"Teacher Shouzheng is really great. It's a pity that I can't see him face to face after a long distance! I really like Teacher Shouzheng, but it is so painful to get up early in class.",21,197,0,1,0.04829871654510498
630cf1bc40e337e60fce098f,各老師在課程設計上都很用心，文本也非常有深度，讓人會想反覆閱讀、深入了解。,"The teachers are very attentive in the course design, and the text is very in-depth, making people want to read it repeatedly and understand it in depth.",779,695,0,1,0.9990501999855042
630cf1bd40e337e60fce09e1,本課程較多著墨在科技教育。專案較適合小組進行，可惜因為上課人數不多及疫情只能各自獨立工作,"This course focuses more on technology education. The project is more suitable for a group, but unfortunately because of the small number of people in class and the epidemic situation, they can only work independently",852,195,0,3,0.0010887384414672852
630cf1bd40e337e60fce09b4,Maybe more feedback/ comments on the assignments for asynchronous students,Maybe more feedback/ comments on the assignments for asynchronous students,497,696,3,1,0.145463228225708
630cf1bd40e337e60fce09bb,it teaches me a lot about teams and how to interact with others coworkers.,it teaches me a lot about teams and how to interact with others coworkers.,497,696,3,1,0.9993265867233276
630cf1bd40e337e60fce09c1,great one !,great one!,497,696,3,1,0.9998687505722046
630cf1bd40e337e60fce09b5,Inspiring and useful knowledge. There are activities in every class,Inspiring and useful knowledge. There are activities in every class,497,696,3,1,0.9998621940612793
630cf1bd40e337e60fce09e0,期末要做實體的物品真的有點難，因為前面的基礎教學感覺深度還沒那麼深⋯ 另外很邀請Ted老師來教我們焊電路板等等的實作真的很有趣,"It is really difficult to make physical objects at the end of the term, because the previous basic teaching feels that the depth is not that deep... In addition, it is really interesting to invite Mr. Ted to teach us soldering circuit boards and so on.",852,195,0,3,0.15615427494049072
630cf1bd40e337e60fce09d3,老師用心於課程內容，但對於啟發學生對於課程興趣與否似乎不很在意，用自己的想法評價學生，有時難免會讓人很灰心喪志 對於課程出席有要求，但若不合教師自己規定，就算依學校的指引辦理也是不行。讓人無所適從,"The teacher pays attention to the content of the course, but he doesn't seem to care much about inspiring students' interest in the course. Using his own ideas to evaluate students can sometimes make people very discouraged. There are requirements for course attendance, but if it does not meet the teacher's own regulations, even if It is not acceptable to follow the school's guidelines. make people feel at a loss",262,199,0,1,0.0010927915573120117
630cf1bd40e337e60fce09da,首先，期末突然出現一份書面報告且並未事先通知。再來則是授課時數並未足夠，且補課也沒有不足該時數。最後則是期末考30分鐘寫50題，分明是要刁難。,"First, a written report suddenly appeared at the end of the period without prior notice. What's more, the number of teaching hours is not enough, and the number of make-up classes is not insufficient. In the end, I wrote 50 questions in 30 minutes for the final exam, which was obviously to make things difficult.",853,697,0,1,0.029164493083953857
630cf1bd40e337e60fce09f5,老師很有活力，很努力想讓課程變得活潑，也的確讓我每堂課都很清醒。以每週的小作業取代期中期末也很棒，學期末時也超前部署改成遠距上課，謝謝老師,"The teacher was very energetic and worked hard to make the lessons lively and really kept me awake in every class. It is also great to replace the mid-term and end of the semester with weekly small homework. At the end of the semester, it is also deployed in advance and changed to remote classes. Thank you teacher",590,698,0,1,0.9997171759605408
630cf1bd40e337e60fce09bc,maybe providing a sample report on final report would help us have a better understanding of what exactly need to be done with each section.,maybe providing a sample report on final report would help us have a better understanding of what exactly need to be done with each section.,497,696,3,1,0.0009263753890991211
630cf1bd40e337e60fce09f2,謝謝老師，辛苦了！這是堂又能學到東西，負擔又不重的好課。,"Thank you, teacher, for your hard work! This is a good class where you can learn something and the burden is not heavy.",590,698,0,1,0.999822199344635
630cf1bd40e337e60fce09f4,我認為這堂課很好，令我獲益良多,I think this class is very good and I have benefited a lot from it,590,698,0,1,0.9998503923416138
630cf1bd40e337e60fce09d5,期末考30分鐘，50題選擇題，其中包含計算題，完全來不及計算，題幹太長的也沒有時間完成，希望老師對於期末考的安排能再更多加思慮些。除了考試，其他部分老師人真的很好很用心。,"The final exam is 30 minutes long, with 50 multiple-choice questions, including calculation questions. There is no time to calculate, and the questions are too long and there is no time to complete them. I hope the teacher can think more about the arrangement of the final exam. Except for the exams, other teachers are really nice and hardworking.",853,697,0,1,0.9702099561691284
630cf1bd40e337e60fce0b12,老師在上課前的說明，有時候提到個人私事的時候會希望請老師節省時間，把時間投注在有氧完的拉伸吧！不是所有人都願意投注心力聽您的生活。,"The teacher's explanation before class, sometimes when it comes to personal matters, I hope to ask the teacher to save time and spend time on stretching after aerobic exercise! Not everyone is willing to put their heart and soul into listening to your life.",290,217,0,1,0.001340031623840332
630cf1bd40e337e60fce09aa,辛苦老師努力和同學互動，謝謝老師認真教學，學生收穫匪淺,"The hard-working teacher works hard to interact with the students. Thank you teacher for teaching seriously, and the students have gained a lot",21,197,0,1,0.9982265830039978
630cf1bd40e337e60fce09e9,增加課程深度，匆匆帶過其實學不到什麼。叫學生用手機查回答問題，效能不高。,"Increase the depth of the course, and you will not learn much if you take it in a hurry. It is not efficient to ask students to use their mobile phones to check and answer questions.",854,699,0,1,0.0006018877029418945
630cf1bd40e337e60fce0b37,老師人超好，每次上課都很開心！,"The teacher is super nice, every class is very happy!",287,217,0,1,0.9998779296875
630cf1bd40e337e60fce09b6,which is interesting for me to attend the class. Teacher is well prepared for every class and give feedback to every assignmnet. Teacher is working hard.,which is interesting for me to attend the class. Teacher is well prepared for every class and give feedback to every assignmnet. Teacher is working hard.,497,696,3,1,0.9975107908248901
630cf1bc40e337e60fce098d,這堂課由四個老師輪流上課，坦白說我覺得這樣的學習方式不是很完整，無論是學習社會科學或傳播學的學說都很像是碎片式的，另一堂傳播與當代思潮也有同樣的問題，學習體驗不是很好,"This class is taught by four teachers in turn. Frankly speaking, I think this way of learning is not very complete. Whether it is learning social science or communication, it is very fragmented. The other class of communication and contemporary thought also has the same problem. , the learning experience is not very good",779,695,0,1,0.0003037452697753906
630cf1bd40e337e60fce09ad,老師教課非常有趣，也許能夠讓外籍生容易瞭解通過他的講解專業，刮刮樂課上活動超贊，TA課的話其實也算好，只是太早要來教室所以我應該推薦老師改TA時間會比較好。,"The teacher’s teaching is very interesting, and it may be easy for foreign students to understand the major through his explanations. The activities in the Scratch class are amazing. The TA class is actually good, but it’s too early to come to the classroom, so I should recommend the teacher to change the TA time. it is good.",21,197,0,1,0.9996422529220581
630cf1bd40e337e60fce09ee,老師很有趣，期末辯論改成AI課程很不錯～但希望作業可以少一點…,"The teacher is very interesting, it is very good to change the end-of-term debate to AI course ~ but I hope there will be less homework...",854,699,0,1,0.015958428382873535
630cf1bd40e337e60fce09d8,希望老師上課的音量可以再大一點(實體的時候),I hope the volume of the teacher's class can be louder (when it is physical),853,697,0,1,0.0067983269691467285
630cf1bd40e337e60fce09e7,我覺得老師在上課有時指定同學回答問題的作法能夠讓平常較無主動發言意願的同學有表達意見之機會，這種做法我覺得比其他課程只是鼓勵同學發言的方式好,I think the way the teacher sometimes assigns students to answer questions in class can give students who are less willing to speak up the opportunity to express their opinions. I think this method is better than other courses that only encourage students to speak,854,699,0,1,0.604729175567627
630cf1bd40e337e60fce0af5,老師蠻認真上課的但不苟言笑，希望能跟學生多點互動；課程教ps覺得交太淺，連遮色片都沒交太扯；word可以學到東西但相較其他軟體而言平淡無聊，希望能學期他比較有趣的軟體，像是indesign教大家簡單排版之類的；ai2相較而言比較有趣，但ai2設計介面感覺很落時老舊； 期中考的題目太多，一些考題考一些無實質意義的東西，題目中有些修圖方法認識一下可以，但在設計實務上根本用不到，尤其是那個粗糙的去被手法，希望可以交的細緻一點和考實質上用的到的操作內容。,"The teacher is very serious in the class but not smiling, hoping to interact more with the students; the course teaches PS that the teaching is too shallow, and even the masking film is not handed in too much; Word can learn things, but it is dull and boring compared to other software, I hope Can semester he is more interesting software, such as indesign teaching you simple typesetting and so on; ai2 is more interesting in comparison, but the design interface of ai2 feels very outdated and old; there are too many questions in the midterm exam, some exam questions are not As for the substantive things, some image editing methods in the topic can be known, but they are not used in design practice, especially the rough method of de-quitting. I hope that I can submit a little more detail and test the practical content of the operation. .",210,212,0,3,0.0008574724197387695
630cf1bd40e337e60fce09bd,I really enjoy the classes but I think we can do Kahoot quiz after the lecture so that we would feel more eager to listen to Prof's lecture without knowing the contents in advance. It would also reduce the stress for students,I really enjoy the classes but I think we can do Kahoot quiz after the lecture so that we would feel more eager to listen to Prof's lecture without knowing the contents in advance. It would also reduce the stress for students  ,497,696,3,1,0.005077779293060303
630cf1bd40e337e60fce09d6,辛苦老師舟車勞頓,Hard working teacher,853,697,0,1,0.9980533123016357
630cf1bd40e337e60fce09f3,老師上課方式輕鬆有趣～ 小組報告分配到的英文文獻好難QQ 不過完成整份報告滿有成就感的！,"The teacher's way of teaching is relaxed and interesting~ The English literature assigned to the group report is very difficult QQ, but the completion of the whole report is full of sense of accomplishment!",590,698,0,1,0.9997619986534119
630cf1bd40e337e60fce09f7,前半學期有同學討論後上台報告的部分，建議老師在每組同學報告後更正他們報告的內容，因為是同學討論出來的結果，並不是正確答案，在一知半解的情況下容易討論出不是很正確的結果，如果就這樣帶過的話會讓其他人接收到錯誤的知識，也很容易讓其他同學覺得報告出來的就是對的。,"In the first half of the semester, there were some students discussing and reporting on the stage. It is recommended that the teacher correct the content of their reports after each group of students reported, because it is the result of the students’ discussion, and it is not the correct answer. It is easy to discuss things that are not very correct under the condition of half-knowledge. As a result, if you pass it like this, others will receive wrong knowledge, and it is easy for other students to think that what is reported is correct.",590,698,0,1,0.002249777317047119
630cf1bd40e337e60fce0b3d,老師很尊重學生，也知道每個學生能力不同，不會要求所有人都要達到一樣的程度，大大減輕我對於上體育課時害怕跟不上的擔憂。此外，老師也很關心學生，無論是生理或心理層面。,"The teacher respects the students very much, and knows that each student has different abilities, and will not require everyone to reach the same level, which greatly alleviates my worries about not being able to keep up in physical education class. In addition, teachers also care about students, whether it is physical or psychological level.",287,217,0,1,0.9969096779823303
